video_id,question_type,question,is_correct_base,predicted_idx_base,is_correct_other,predicted_idx_other,change
dVmfFJMIWBE_000017_000027,counterfactual,What would happen if [person_2] couldn't tear the cover by hands?,False,2,True,1,improved
axm_Iz6LPaw_000001_000011,descriptive,Where is [chair_2]?,False,3,True,4,improved
axm_Iz6LPaw_000001_000011,counterfactual_reason,Why?,False,3,True,0,improved
cvbyntK1jkI_000243_000253,predictive,What is the [person_1] going to do?,False,2,True,1,improved
xHPZw5Wih-A_000001_000011,predictive_reason,Why?,False,3,True,2,improved
8NAJGtltNLY_000307_000317,descriptive,Where is [person_1]?,False,4,True,0,improved
8NAJGtltNLY_000307_000317,predictive,What will happen with [person_1] next?,False,2,True,1,improved
8NAJGtltNLY_000307_000317,predictive_reason,Why?,False,3,True,4,improved
e2QwA8IvCo0_000542_000552,explanatory,Why does [person_4] bow?,False,1,True,3,improved
e2QwA8IvCo0_000542_000552,predictive,What is [person_1] up to next?,False,1,True,4,improved
Lr_1ybYboQE_000011_000021,explanatory,Why does [person_1] wear glasses?,False,4,True,3,improved
Lr_1ybYboQE_000011_000021,predictive_reason,Why?,False,0,True,1,improved
sAxeAQKHMPk_000001_000011,counterfactual,What will happen if [person_1] sprays the wrong color?,False,0,True,4,improved
-MfVZopgATw_000139_000149,predictive,What does [person_1] tend to do?,False,2,True,1,improved
-MfVZopgATw_000139_000149,predictive_reason,Why?,False,4,True,2,improved
K5UVa5rrT-w_000006_000016,predictive_reason,Why?,False,0,True,1,improved
yV5UIDMmv7I_000145_000155,descriptive,What color is the shirt [person_1] wearing?,False,4,True,1,improved
yV5UIDMmv7I_000145_000155,explanatory,Why is [person_2] inside?,False,1,True,2,improved
yV5UIDMmv7I_000145_000155,predictive,What is [person_2] going to do?,False,3,True,0,improved
K7jnQiiT5a4_000001_000011,predictive,What is [person_1] going to do?,False,1,True,2,improved
K7jnQiiT5a4_000001_000011,predictive_reason,Why?,False,2,True,3,improved
Asu1OVskR5g_000399_000409,predictive_reason,Why?,False,3,True,2,improved
NcL-BPuwSAs_000011_000021,predictive_reason,Why?,False,2,True,4,improved
3OxZC5BZVcY_000047_000057,predictive,What is [person_1] going to do?,False,0,True,4,improved
k8ocgHIIoB4_000036_000046,counterfactual_reason,Why?,False,1,True,0,improved
Y32Kh4C1BsQ_000000_000010,predictive,What will [person_1] do next?,False,3,True,4,improved
Y32Kh4C1BsQ_000000_000010,predictive_reason,Why?,False,1,True,2,improved
2r5gavDlwBw_000001_000011,counterfactual_reason,Why?,False,1,True,2,improved
fgJ12auNWaU_000004_000014,descriptive,Where is the [bottle_1]?,False,3,True,0,improved
fgJ12auNWaU_000004_000014,predictive,What is [person_1] going to do?,False,4,True,3,improved
wv-6Gf5EZ_Y_000138_000148,predictive,What are [person_1] and [person_2] going to do?,False,3,True,2,improved
wv-6Gf5EZ_Y_000138_000148,predictive_reason,Why?,False,1,True,2,improved
kBUiCscvrvA_000228_000238,predictive_reason,Why?,False,4,True,1,improved
kBUiCscvrvA_000228_000238,counterfactual_reason,Why?,False,2,True,4,improved
EfgdE-fHEi4_000000_000010,descriptive,Where is [person_1]?,False,3,True,0,improved
EfgdE-fHEi4_000000_000010,counterfactual,What will happen if [person_1] breaks the wood planer ?,False,4,True,2,improved
EfgdE-fHEi4_000000_000010,counterfactual_reason,Why?,False,0,True,3,improved
fwGTTMOUYUA_000022_000032,predictive,What is [person_2] going to do?,False,4,True,3,improved
2mZHTEOBeBw_000403_000413,predictive,What is [person_1] going to do?,False,2,True,3,improved
fuCCjRyrd9U_000133_000143,descriptive,what is [person_1] doing?,False,3,True,0,improved
fuCCjRyrd9U_000133_000143,predictive_reason,Why?,False,2,True,4,improved
rRYnZXRYU74_000038_000048,explanatory,Why is [person_1] in the class ?,False,2,True,0,improved
rRYnZXRYU74_000038_000048,counterfactual,What will happen if [person_1] stops playing flute ?,False,0,True,4,improved
VA6Ln4fh6zk_000023_000033,counterfactual_reason,Why?,False,0,True,4,improved
C7U3aPpccns_000000_000010,predictive_reason,Why?,False,3,True,0,improved
C7U3aPpccns_000000_000010,counterfactual_reason,Why?,False,4,True,3,improved
jxGcec4OCGk_000006_000016,explanatory,Why is [person_1] standing on [chair_1]?,False,1,True,0,improved
pfzWxhpFB_o_000003_000013,predictive,Where is [person_3]?,False,3,True,4,improved
pfzWxhpFB_o_000003_000013,counterfactual,What will happen if [person_2] is thirsty?,False,2,True,4,improved
pfzWxhpFB_o_000003_000013,counterfactual_reason,Why?,False,3,True,0,improved
HQ7f3bYzZ5k_000056_000066,predictive,What is [person_1] going to do next?,False,4,True,1,improved
HQ7f3bYzZ5k_000056_000066,counterfactual,What would happen if [person_1] ran out of spray paints?,False,0,True,4,improved
Ljyd7jUhtOc_000063_000073,counterfactual_reason,Why?,False,3,True,4,improved
anrP4aDNHLc_000072_000082,explanatory,Why is [person_1] here?,False,4,True,2,improved
anrP4aDNHLc_000072_000082,predictive,What does [person_1] intend to do?,False,1,True,0,improved
O_yeioEoBMA_000045_000055,counterfactual,What will happen if the power is out?,False,1,True,4,improved
1GQy47jfZio_000036_000046,descriptive,Where is [cup_1]?,False,4,True,2,improved
sHWJwG5dV2U_000338_000348,predictive,What is [person_1] going to do?,False,2,True,3,improved
sHWJwG5dV2U_000338_000348,counterfactual_reason,Why?,False,3,True,4,improved
negqEtTQOHQ_000049_000059,explanatory,Why is there a pine tree next to [person_2]?,False,0,True,2,improved
vAdkiJp7lJs_000277_000287,predictive,what will happen with [person_1] next?,False,3,True,2,improved
a0ayV0ST3nc_000004_000014,predictive_reason,Why?,False,2,True,4,improved
a0ayV0ST3nc_000004_000014,counterfactual,What will happen if [person_1] feels tired ?,False,3,True,4,improved
QDP4824w0-I_000185_000195,predictive_reason,Why?,False,0,True,2,improved
tUQQSYjRanw_000234_000244,counterfactual_reason,Why?,False,1,True,0,improved
qrsQAwtX_n0_000093_000103,predictive,What is [person_1] going to do?,False,4,True,3,improved
k8ioFAJuHGU_000012_000022,counterfactual_reason,Why?,False,1,True,4,improved
E3ZFXyQGW1s_000325_000335,predictive_reason,Why?,False,3,True,0,improved
E3ZFXyQGW1s_000325_000335,counterfactual_reason,Why?,False,1,True,2,improved
jb87G2etHdo_000208_000218,predictive,What are [person_1] and [person_2] going to do?,False,3,True,2,improved
t6orLvGOX_g_000041_000051,descriptive,What is [person_1] doing?,False,4,True,0,improved
t6orLvGOX_g_000041_000051,counterfactual_reason,Why?,False,0,True,3,improved
2yCG1GEYj8o_000015_000025,predictive,What will [person_1] do after seeing the present ? ,False,4,True,1,improved
fr2mvi8EgXU_000028_000038,counterfactual,What would happen if there were not a razor?,False,0,True,2,improved
MgV7fiP_-NA_000065_000075,explanatory,Why does [person_1] hold these two cymbals?,False,4,True,3,improved
m928rVwE-HE_000007_000017,predictive_reason,Why?,False,4,True,0,improved
PiWQLjWD8Zg_000046_000056,descriptive,Where are [person_1] and [person_2]?,False,3,True,2,improved
K5Wzz96JdsY_000124_000134,counterfactual_reason,Why?,False,3,True,1,improved
LnF58UyKfhw_000006_000016,descriptive,Where is [chair_1]?,False,2,True,4,improved
LnF58UyKfhw_000006_000016,predictive,What is [person_1] going to do?,False,3,True,1,improved
QQL_ko8NWeE_000001_000011,descriptive,What kind of tool is [person_1] using?,False,1,True,3,improved
7v55t-BjixU_000000_000010,counterfactual_reason,Why?,False,4,True,1,improved
Q9o61h69BJ4_000198_000208,explanatory,Why does [person_2] laugh?,False,4,True,3,improved
Q9o61h69BJ4_000198_000208,predictive,What will [person_2] do after cleaning the eyebrow?,False,3,True,0,improved
wZ7dqJnpp-s_000080_000090,descriptive,What is on [person_1]'s hand?,False,0,True,3,improved
6FiTqb7E0qc_000023_000033,descriptive,What color is the shirt [person_2] wearing?,False,0,True,4,improved
6FiTqb7E0qc_000023_000033,explanatory,Why is [person_3] smiling so happily?,False,1,True,4,improved
6FiTqb7E0qc_000023_000033,counterfactual,What will happen if it rains?,False,1,True,2,improved
_VWizlwdCUQ_000029_000039,predictive_reason,Why?,False,1,True,4,improved
OyZVu9InbuU_000058_000068,predictive,What will the [person_1] do there?,False,1,True,3,improved
OyZVu9InbuU_000058_000068,predictive_reason,Why?,False,0,True,1,improved
eYRH0pZm1f8_000004_000014,predictive,What will [person_1] do?,False,3,True,2,improved
eYRH0pZm1f8_000004_000014,counterfactual_reason,Why?,False,2,True,0,improved
UCrMuTEyqO4_000076_000086,counterfactual_reason,Why?,False,4,True,1,improved
kKBCJKjYfqI_000036_000046,predictive,What does [person_1] intend to do?,False,0,True,1,improved
QqurWtgJGXI_000001_000011,descriptive,Where is [person_1]?,False,4,True,1,improved
QqurWtgJGXI_000001_000011,counterfactual,What if [person_1] trains with weights not carefully?,False,4,True,2,improved
oDR8Cjlvd04_000000_000010,counterfactual,What would happen if the room lost power suddenly?,False,4,True,3,improved
oDR8Cjlvd04_000000_000010,counterfactual_reason,Why?,False,4,True,0,improved
b_7sjfVVCEg_000000_000010,counterfactual_reason,Why?,False,0,True,1,improved
cn81tJMWEOI_000037_000047,counterfactual,What will happen if the power is off?,False,1,True,4,improved
UK6MCq2LiHk_000014_000024,descriptive,Where is [traffic light_1]?,False,2,True,0,improved
MpR2XacBzsI_000163_000173,descriptive,Where are these people?,False,2,True,1,improved
O2O9qRxTrwY_000000_000010,predictive_reason,Why?,False,1,True,0,improved
o3DnEvxB8ME_000290_000300,predictive,What will others near [person_1] and [person_3] do?,False,4,True,2,improved
o3DnEvxB8ME_000290_000300,counterfactual_reason,Why?,False,0,True,2,improved
o3AKa9_wYx8_000209_000219,descriptive,What is [person_1] doing?,False,0,True,4,improved
o3AKa9_wYx8_000209_000219,predictive_reason,Why?,False,4,True,1,improved
s4rEdxqG9qk_000065_000075,explanatory,Why is [person_1] looking at [person_3]?,False,1,True,4,improved
LNz_SLqxNDI_000057_000067,descriptive,Where is [person_1]?,False,0,True,2,improved
V_sHlI1p2s4_001448_001458,counterfactual_reason,Why?,False,2,True,4,improved
GfurY92Kgtw_000023_000033,descriptive,What is [person_1] looking at?,False,1,True,3,improved
GfurY92Kgtw_000023_000033,counterfactual_reason,Why?,False,1,True,4,improved
R5FAUCX1uXw_000010_000020,descriptive,What is the [person_1] doing?,False,3,True,4,improved
R5FAUCX1uXw_000010_000020,counterfactual_reason,Why?,False,3,True,0,improved
1ddqMoAiZNQ_000041_000051,explanatory,Why is [person_1] swinging the cup?,False,1,True,3,improved
1ddqMoAiZNQ_000041_000051,predictive,What is [person_1] going to do?,False,1,True,3,improved
c8o4k3MW_GQ_000078_000088,counterfactual,What if the plastic bag was broken?,False,3,True,4,improved
x2fyqW2I-oI_000202_000212,predictive_reason,Why?,False,3,True,2,improved
x2fyqW2I-oI_000202_000212,counterfactual,What will happen if it power is off?,False,4,True,1,improved
W3UcWM6hNus_000000_000010,predictive,What is [person_1] going to do?,False,3,True,1,improved
W3UcWM6hNus_000000_000010,predictive_reason,Why?,False,4,True,2,improved
HqQfddWsHGM_000046_000056,counterfactual,What would happen if [person_2] fell down?,False,2,True,0,improved
ExzMzzjH_Vs_000068_000078,predictive,what is [person_1] about to do?,False,1,True,4,improved
ExzMzzjH_Vs_000068_000078,predictive_reason,Why?,False,1,True,4,improved
5lqTgXmUgb4_000012_000022,predictive,What will [person_1] do next?,False,3,True,4,improved
5lqTgXmUgb4_000012_000022,counterfactual,What will happen if the power is out?,False,1,True,2,improved
5lqTgXmUgb4_000012_000022,counterfactual_reason,Why?,False,0,True,1,improved
AoMHK7ArS5c_000301_000311,predictive,What does [person_2] intend to do?,False,3,True,1,improved
