video_id,question_type,question,is_correct_base,predicted_idx_base,is_correct_other,predicted_idx_other,change
1ddqMoAiZNQ_000041_000051,predictive,What is [person_1] going to do?,False,1,True,3,improved
x2fyqW2I-oI_000202_000212,predictive_reason,Why?,False,3,True,2,improved
x2fyqW2I-oI_000202_000212,counterfactual,What will happen if it power is off?,False,4,True,1,improved
ExzMzzjH_Vs_000068_000078,counterfactual_reason,Why?,False,2,True,3,improved
5lqTgXmUgb4_000012_000022,counterfactual_reason,Why?,False,0,True,1,improved
AoMHK7ArS5c_000301_000311,predictive,What does [person_2] intend to do?,False,3,True,1,improved
20J-6g7YIbQ_000000_000010,predictive_reason,Why?,False,3,True,1,improved
sfJVrnws_Uc_000035_000045,predictive_reason,Why?,False,0,True,2,improved
sfJVrnws_Uc_000035_000045,counterfactual_reason,Why?,False,1,True,0,improved
gHp0fhmXuEs_000000_000010,counterfactual,What will happen if the power is out?,False,1,True,3,improved
gHp0fhmXuEs_000000_000010,counterfactual_reason,Why?,False,0,True,4,improved
GHYQuJ7MgoU_000062_000072,counterfactual,What would happen if [person_1] did not hold a mirror?,False,1,True,0,improved
CQkSxYZRMMM_000011_000021,predictive_reason,Why?,False,4,True,3,improved
iTUNcPVRfNA_000043_000053,explanatory,Why does [person_1] smile?,False,3,True,0,improved
g-TNGaWxaEQ_000004_000014,counterfactual_reason,Why?,False,2,True,4,improved
KtkDEsqwhE0_000003_000013,explanatory,Why is [person_2] standing inside?,False,0,True,2,improved
I2MsTX6Gsp4_000000_000010,counterfactual,What will happen if the light is turn off?,False,2,True,1,improved
1oA-vfOR6QM_000016_000026,descriptive,Who is [person_1]?,False,3,True,4,improved
UMJyUErYKU0_000195_000205,explanatory,Why does [person_1] play gongs?,False,1,True,0,improved
hGSKxjO_xCw_000017_000027,counterfactual_reason,Why?,False,2,True,1,improved
ofWS1hK-kok_000012_000022,descriptive,what is [person_1] wearing?,False,2,True,3,improved
aYpGWM6Gqsk_000009_000019,explanatory,Why is [person_1] running?,False,3,True,4,improved
aYpGWM6Gqsk_000009_000019,counterfactual_reason,Why?,False,4,True,2,improved
gNVjsY4W--Q_000060_000070,explanatory,Why is [person_1] lying on the bed?,False,3,True,1,improved
gNVjsY4W--Q_000060_000070,counterfactual,What would happen if [person_1] did t go to the hospital?,False,4,True,0,improved
QjEShHP7RPg_000149_000159,descriptive,What is [person_1] wearing?,False,3,True,1,improved
QjEShHP7RPg_000149_000159,counterfactual,What will happen if [person_1] finishes performing the solo?,False,4,True,1,improved
DE-bdbSxcoE_000000_000010,counterfactual,What will happens if the power is off?,False,4,True,2,improved
ez-Hq2BMaZg_000014_000024,counterfactual,What will happen if the house of [person_1] suddenly loses power?,False,2,True,0,improved
MbgN_iU0YF8_000006_000016,counterfactual,What would happen if there was a wild beast?,False,2,True,0,improved
1KdlZw31ZDE_000068_000078,predictive,What is [person_1] going to do?,False,3,True,2,improved
Es-dkRNYpZs_000001_000011,counterfactual,What if [person_1] misses the board?,False,0,True,4,improved
TmR6vevWQQc_000001_000011,explanatory,Why is [person_2] so surprised?,False,3,True,0,improved
hljfjFYNXM0_000000_000010,descriptive,Where is [person_2] on?,False,2,True,0,improved
hljfjFYNXM0_000000_000010,counterfactual_reason,Why?,False,4,True,1,improved
6y0GbMDYzE4_000512_000522,predictive_reason,Why?,False,4,True,3,improved
Mt1_l_H-j4A_000000_000010,descriptive,What does [person_1] look like?,False,2,True,1,improved
EWJOiFAMnZw_000029_000039,predictive_reason,Why?,False,3,True,0,improved
o3CY3Fj5KSY_000071_000081,explanatory,Why does [person_2] lean to the left?,False,2,True,3,improved
V0ztowv4yXU_000281_000291,descriptive,What is it in [person_1]'s hand?,False,1,True,3,improved
V0ztowv4yXU_000281_000291,counterfactual,What if [person_1] finds that there is no ring in the ring box?,False,4,True,1,improved
6r9nNgaeOfY_000023_000033,counterfactual_reason,Why?,False,3,True,0,improved
dObxqm7y11U_000005_000015,predictive,What is [person_1] going to do?,False,1,True,3,improved
grpqMh5phDc_000000_000010,predictive,What will happen with [person_2] next?,False,4,True,2,improved
wjMNQBj1yUQ_000016_000026,counterfactual,What would happen if someone stole the maracas?,False,0,True,2,improved
yiMhNgHVxJk_000027_000037,predictive_reason,Why?,False,1,True,3,improved
miR6beqMcnI_000007_000017,counterfactual,What would happen if the wheelbarrow was broken?,False,4,True,0,improved
D5XxC0-UbHQ_000000_000010,predictive_reason,Why?,False,4,True,2,improved
9BOO2wmmPD0_000013_000023,counterfactual,What will happen if [person_2] cannot find the ring [person_2] prepared?,False,3,True,2,improved
MXAklQTF7OI_000015_000025,descriptive,Where are the mushrooms packed?,False,3,True,0,improved
MXAklQTF7OI_000015_000025,explanatory,Why does [person_1] use knife?,False,3,True,0,improved
otDuEpqGgdo_000002_000012,predictive_reason,Why?,False,1,True,4,improved
otDuEpqGgdo_000002_000012,counterfactual_reason,Why?,False,4,True,1,improved
5Cvfu-K0loc_000198_000208,descriptive,Where is [chair_1] ?,False,1,True,0,improved
5Cvfu-K0loc_000198_000208,predictive,What is [person_1] going to do?,False,2,True,0,improved
QqDGeREi6MA_000002_000012,predictive,What will [person_1] do with the bottle?,False,2,True,3,improved
QqDGeREi6MA_000002_000012,predictive_reason,Why?,False,3,True,0,improved
dCSRBu-fotg_000004_000014,counterfactual_reason,Why?,False,2,True,1,improved
l5NuMD3L8y4_000058_000068,descriptive,Where is the [tv_1]?,False,0,True,1,improved
MZxAIlDP344_000000_000010,descriptive,Where is [car_1]?,False,3,True,2,improved
MZxAIlDP344_000000_000010,explanatory,Why is [person_1] wearing the helmet?,False,2,True,0,improved
hbl0BiTCtPg_000045_000055,predictive,What will [person_1] and [person_2] do?,False,0,True,4,improved
ccldZRS5ZrI_000127_000137,explanatory,Why does [person_1] only cut one side of the coco?,False,0,True,4,improved
CSORHeeLbGM_000015_000025,predictive,What does [person_1] tend to do?,False,4,True,3,improved
sgLKSvc-cWI_000000_000010,descriptive,What is the color of [person_1]'s shirt?,False,0,True,3,improved
m2MFRQsaPsg_000004_000014,predictive,What will [person_2] do after pouring the water?,False,3,True,2,improved
m2MFRQsaPsg_000004_000014,counterfactual_reason,Why?,False,1,True,0,improved
mf0QPcYFyK4_000141_000151,counterfactual,What if [person_2] refused the proposal and ran away?,False,0,True,4,improved
9YcBPg7f-B8_000039_000049,descriptive,What is [person_4] doing?,False,0,True,2,improved
eFeOTcx0Aj8_000001_000011,explanatory,Why is the [person_1] touching the wall?,False,2,True,1,improved
eFeOTcx0Aj8_000001_000011,predictive_reason,Why?,False,1,True,3,improved
npO1hMcZ3ZU_000086_000096,descriptive,What is [person_2] holding?,False,0,True,3,improved
CU_4cQ6V0DM_000020_000030,explanatory,How does [person_1] play the flute?,False,2,True,0,improved
OBjNwH0Xi5g_000006_000016,explanatory,Why is [person_1] playing harmonica?,False,1,True,2,improved
iVAEbH-LjUc_000037_000047,counterfactual,What would happen if it were in daytime?,False,2,True,4,improved
CduypvQIdzk_000254_000264,explanatory,Why is [person_1] in front of mirror?,False,2,True,0,improved
mW9NnBHiOTc_000002_000012,explanatory,Why is [person_1] outside?,False,2,True,4,improved
63Vyv-mcbY4_000148_000158,predictive_reason,Why?,False,1,True,3,improved
R2r6BHuM1mk_000000_000010,descriptive,What is [person_1] doing?,False,1,True,4,improved
3eowhNlu7pI_000022_000032,counterfactual,What will happen if the power is off?,False,4,True,1,improved
Daf00vN9R2U_000050_000060,counterfactual_reason,Why?,False,1,True,3,improved
rJiSktOCIBo_000051_000061,counterfactual,What if [person_4]'s feet twisted?,False,1,True,0,improved
RZhSmiWuQCo_000017_000027,predictive_reason,Why?,False,4,True,0,improved
RZhSmiWuQCo_000017_000027,counterfactual,What would happen if [person_2] weren't there?,False,3,True,4,improved
ksdhTeCDr50_000159_000169,descriptive,Where is [person_1]?,False,0,True,3,improved
ksdhTeCDr50_000159_000169,predictive,What will [person_1] do after a while?,False,4,True,2,improved
miVMNItsNh0_000023_000033,predictive_reason,Why?,False,0,True,4,improved
jllRp7Wphnc_000152_000162,counterfactual,What will happen if [person_1] cries?,False,2,True,0,improved
ilaWmMx7Ag0_000044_000054,descriptive,What does [person_1] look like?,False,2,True,0,improved
oH68sTMTWws_000060_000070,counterfactual,What will happen if [person_1] falls down?,False,1,True,2,improved
zKoka7kGBg4_000095_000105,explanatory,Why is the [person_2] holding the branch?,False,4,True,0,improved
zKoka7kGBg4_000095_000105,counterfactual,What would happen if the [person_2] did not pull the branch down?,False,0,True,4,improved
2r2RvlKCX8o_000026_000036,explanatory,Why is [person_1] moving forward and backward?,False,2,True,0,improved
2r2RvlKCX8o_000026_000036,counterfactual_reason,Why?,False,1,True,2,improved
cR7y-xXzd5Q_000047_000057,descriptive,Where is [person_2]?,False,0,True,1,improved
RG8lzkrHNd8_000078_000088,predictive,What does [person_2] intend to do?,False,4,True,3,improved
RG8lzkrHNd8_000078_000088,counterfactual,What will happen if [person_1] stops?,False,4,True,3,improved
KUBy3-W9pJA_000073_000083,descriptive,What color is the shirt [person_1] wearing?,False,4,True,1,improved
KUBy3-W9pJA_000073_000083,counterfactual,What would happen if [person_1] swung her hands at the vase.,False,2,True,0,improved
jE6oh3U0DWQ_000028_000038,explanatory,Why is [person_1] holding the cups?,False,1,True,0,improved
EOTaAffWltE_000008_000018,predictive_reason,Why?,False,1,True,2,improved
CXuDq0KftQ4_000011_000021,predictive,What does [person_1] intend to do?,False,1,True,4,improved
pa3vyvO9Qdc_000000_000010,explanatory,Why does [person_1] repeat that movement over and over?,False,4,True,0,improved
pa3vyvO9Qdc_000000_000010,counterfactual,What if the power goes out?,False,4,True,3,improved
uXxkrCoMc6w_000006_000016,counterfactual_reason,Why?,False,0,True,2,improved
Th8oAgT7xao_000010_000020,counterfactual,What would happen if [person_1] were not injured?,False,2,True,0,improved
8vtmMKZFIV0_000186_000196,predictive_reason,Why?,False,0,True,2,improved
8vtmMKZFIV0_000186_000196,counterfactual_reason,Why?,False,2,True,1,improved
4m-VPDlUnuw_000038_000048,descriptive,Where is [person_1]?,False,4,True,2,improved
yzhV09YNSeY_000065_000075,explanatory,How does [person_1] look like?,False,4,True,1,improved
ch7scIP_TkQ_000058_000068,counterfactual,What will happen if it rains?,False,3,True,1,improved
J_1xf6qEirs_000088_000098,explanatory,Why are [person_1] and [person_2] standing ?,False,0,True,4,improved
c7xTxVlZSOk_000011_000021,predictive,What will [person_4] do?,False,3,True,1,improved
UY746jmwvLY_000009_000019,predictive_reason,Why?,False,0,True,3,improved
8_rbbPXH1Tk_000026_000036,descriptive,Where is [person_1]?,False,4,True,3,improved
hfCVBpA-gDk_000000_000010,explanatory,Why does [person_3] stomp grapes?,False,0,True,2,improved
825cShsot8Y_000091_000101,predictive,What is [person_1] going to do?,False,1,True,4,improved
QbSewx89mGw_000027_000037,counterfactual,What if they feel uncomfortable on the camel?,False,0,True,2,improved
Y5V1ly5XTZI_000004_000014,predictive_reason,Why?,False,1,True,0,improved
kS_zZfk1f4Y_000067_000077,explanatory,Why does [person_1] outside?,False,0,True,3,improved
FhwrfsTV8WM_000001_000011,counterfactual,What will happen if [person_1] doesn't push wheelchair for [person_2]?,False,4,True,2,improved
g9uMrSppllY_000000_000010,counterfactual,What will happen if someone walks in?,False,2,True,4,improved
IE8CJQDHsfQ_000000_000010,explanatory,Why is [person_1] playing maracas?,False,0,True,3,improved
SobiqfRB6HY_000010_000020,counterfactual_reason,Why?,False,4,True,1,improved
s03GdZ_B1Ec_000061_000071,explanatory,Why is [person_1] in the room?,False,1,True,0,improved
LwFpVa80tU4_000118_000128,counterfactual,what will happen if the light to the left of [person_1] go out?,False,0,True,3,improved
GPO8396Hrlc_000004_000014,counterfactual,What if the [bottle_1] turns over?,False,3,True,1,improved
UiUNCC7wYQ0_000036_000046,explanatory,Why does the [person_1] look at the left side of [person_1]?,False,4,True,0,improved
3y9-f0h8ZQc_000045_000055,predictive_reason,Why?,False,2,True,0,improved
BwAvB8fcwN4_000133_000143,counterfactual,What would happen if [person_2] didn't dance?,False,3,True,2,improved
DDyGHcXXc8M_000025_000035,predictive_reason,Why?,False,2,True,3,improved
bv0SxN-ryK4_000014_000024,descriptive,What is it in [person_1]'s hand?,False,3,True,0,improved
bv0SxN-ryK4_000014_000024,predictive,What will [person_1] do next?,False,1,True,4,improved
bv0SxN-ryK4_000014_000024,predictive_reason,Why?,False,0,True,4,improved
yq4atwGiSHo_000031_000041,descriptive,Where is [car_1]?,False,3,True,2,improved
yq4atwGiSHo_000031_000041,explanatory,Why is [person_1] walking slow?,False,0,True,3,improved
8mfa79P0dHk_000048_000058,counterfactual,What will happen if [person_1] finishes plastering the wall?,False,3,True,2,improved
8mfa79P0dHk_000048_000058,counterfactual_reason,Why?,False,4,True,0,improved
dAsBKZ6bE3c_000000_000010,predictive,What is [person_1] going to do?,False,3,True,2,improved
aETSHQtZCMk_000075_000085,predictive_reason,Why?,False,3,True,2,improved
XQg6rAXsiJM_000001_000011,counterfactual_reason,Why?,False,3,True,4,improved
8KSmh9mHE34_000026_000036,predictive,What is [person_1] going to do?,False,0,True,4,improved
kLxL6GtzOBY_000053_000063,predictive_reason,Why?,False,1,True,2,improved
GBnKkvt47YM_000030_000040,predictive_reason,Why?,False,0,True,2,improved
HBDDd-TxH5E_000008_000018,explanatory,Why does [person_1] like to stand on hand?,False,4,True,3,improved
gNrW0oAmuRs_000010_000020,counterfactual,What if the snow stops?,False,1,True,3,improved
gNrW0oAmuRs_000010_000020,counterfactual_reason,Why?,False,0,True,3,improved
BBDYAgi5Grk_000013_000023,predictive,What will [person_2] do with the [bottle_1]?,False,1,True,3,improved
xaJnzlyzWE8_000000_000010,predictive_reason,Why?,False,1,True,0,improved
_8AkJcj-Aeo_000002_000012,predictive_reason,Why?,False,4,True,0,improved
_8AkJcj-Aeo_000002_000012,counterfactual,What will happen if the power is off?,False,3,True,2,improved
VX6a6m0bi-0_000142_000152,descriptive,Where is [person_1]?,False,4,True,0,improved
VX6a6m0bi-0_000142_000152,counterfactual,What would happen if [person_2] didn't need wheelchair to move?,False,4,True,0,improved
0R3OfFVUcBw_000095_000105,predictive_reason,Why?,False,1,True,0,improved
m7jkZyCFi20_000013_000023,predictive,What will [person_1] do next?,False,4,True,1,improved
FIhL5s0CFk8_000020_000030,predictive,What will [person_1] do next?,False,2,True,1,improved
FIhL5s0CFk8_000020_000030,counterfactual_reason,Why?,False,4,True,2,improved
jcHq4bEZLpU_000061_000071,counterfactual,What would happen if [person_1] drops marshmallows on the ground?,False,0,True,1,improved
oMRMhlUsf3A_000038_000048,predictive,What is [person_1] going to do?,False,1,True,3,improved
q6HF4zpH9xM_000046_000056,counterfactual_reason,Why?,False,1,True,3,improved
BPBFu2MKwak_000466_000476,explanatory,Why is the video not so steady?,False,0,True,2,improved
HUWYCMZpDsE_000070_000080,explanatory,Why is [person_4] smiling?,False,0,True,4,improved
HUWYCMZpDsE_000070_000080,counterfactual,What if [person_1] stopped spinning the rope?,False,4,True,0,improved
HUWYCMZpDsE_000070_000080,counterfactual_reason,Why?,False,4,True,0,improved
DJzuWdAOSFw_000087_000097,counterfactual_reason,Why?,False,1,True,4,improved
8yQPUBRw0rg_000167_000177,predictive_reason,Why?,False,1,True,4,improved
U0iZrzXesJE_000052_000062,counterfactual,What will happen if [person_1] slips?,False,2,True,0,improved
z9Ti598m8SY_000005_000015,counterfactual,What will happen if [person_1] cries?,False,1,True,4,improved
IjWMlXwlUw0_000068_000078,predictive,What is [person_1] going to do?,False,2,True,1,improved
IjWMlXwlUw0_000068_000078,predictive_reason,Why?,False,4,True,3,improved
XuOjzc5lpOc_000001_000011,explanatory,Why does [person_1] hands on chin?,False,2,True,4,improved
wa78lJLwUvw_000188_000198,counterfactual,What would happen if [person_1] drop the clarinet?,False,1,True,0,improved
zWCcZVG7DkM_000093_000103,explanatory,Why does [person_1] stand here?,False,1,True,0,improved
PlNFZ1wXdMQ_000015_000025,predictive_reason,Why?,False,0,True,4,improved
mDY-cAeLZpQ_000000_000010,predictive_reason,Why?,False,2,True,3,improved
mDY-cAeLZpQ_000000_000010,counterfactual,"If a snake appears , what will [person_1] do?",False,1,True,2,improved
kng3mUgeD3Q_000007_000017,predictive,What will [person_1] do next?,False,1,True,4,improved
