video_id,question_type,question,is_correct_base,predicted_idx_base,is_correct_other,predicted_idx_other,change
dsxLyHf_H6o_000141_000151,counterfactual_reason,Why?,False,4,True,3,improved
D7ldAgVmg5M_000001_000011,counterfactual_reason,Why?,False,2,True,1,improved
2xJU1xhMp7g_000064_000074,descriptive,What is [person_1] holding?,False,2,True,0,improved
2xJU1xhMp7g_000064_000074,predictive,What is [person_1] going to do?,False,3,True,4,improved
YKzOHyuvDVA_000016_000026,counterfactual_reason,Why?,False,1,True,4,improved
sHYxO1QsBwY_000150_000160,predictive_reason,Why?,False,0,True,2,improved
sHYxO1QsBwY_000150_000160,counterfactual,What would happen when a child suddenly falls down?,False,2,True,1,improved
UBf2rLCq5ug_000087_000097,counterfactual,What will happen if power is off?,False,1,True,0,improved
pyTsLOeUv0o_000012_000022,counterfactual_reason,Why?,False,3,True,1,improved
gf7QkXKOV_k_000009_000019,predictive,What is [person_1] going to do?,False,3,True,0,improved
5R-R7EusXVo_000070_000080,predictive,What is [person_1] going to do?,False,3,True,4,improved
5R-R7EusXVo_000070_000080,counterfactual,What will happen if it rains?,False,0,True,1,improved
Qsua7oRSJ0I_000034_000044,predictive_reason,Why?,False,1,True,2,improved
Qsua7oRSJ0I_000034_000044,counterfactual_reason,Why?,False,4,True,1,improved
XENSoFCZN6I_000000_000010,descriptive,Where is [person_1]?,False,2,True,0,improved
V-Tifjv05j8_000087_000097,predictive_reason,Why?,False,1,True,0,improved
bzriFxtCJIc_000025_000035,counterfactual_reason,Why?,False,2,True,0,improved
fKuRbNQbqRM_000005_000015,descriptive,Where is [person_1]?,False,3,True,0,improved
9mAalxubLl4_000132_000142,descriptive,What is [person_1] doing?,False,0,True,4,improved
9mAalxubLl4_000132_000142,predictive,What will happen with [person_1] next?,False,2,True,1,improved
9mAalxubLl4_000132_000142,predictive_reason,Why?,False,0,True,1,improved
9mAalxubLl4_000132_000142,counterfactual_reason,Why?,False,4,True,3,improved
sylsoHPIW9U_000037_000047,counterfactual_reason,Why?,False,4,True,1,improved
RKeuAPPDF1I_000686_000696,predictive,What is [person_2] going to do?,False,3,True,2,improved
ag2wCXCGFTE_000034_000044,counterfactual_reason,Why?,False,2,True,0,improved
ucD1_ShFaLg_000035_000045,predictive,what will happen with [person_1] next?,False,4,True,0,improved
ucD1_ShFaLg_000035_000045,predictive_reason,Why?,False,1,True,0,improved
ucD1_ShFaLg_000035_000045,counterfactual_reason,Why?,False,0,True,2,improved
EiXWH6DqvlY_000015_000025,descriptive,Where is [person_1] standing ?,False,0,True,1,improved
EiXWH6DqvlY_000015_000025,predictive,What is [person_1] about to do?,False,1,True,2,improved
a4kIRg8YvWw_000000_000010,descriptive,What color of the [chair_1]?,False,0,True,4,improved
fynKk3eJELk_000000_000010,predictive,What is [person_4] going to do?,False,3,True,1,improved
aCwlLVoSVSU_000014_000024,descriptive,"Where are [person_1] , [person_2] and [person_3]?",False,1,True,2,improved
aCwlLVoSVSU_000014_000024,explanatory,Why are [person_1] and [person_2] sitting there?,False,3,True,0,improved
t12yOvRg1mI_000031_000041,counterfactual_reason,Why?,False,3,True,2,improved
kCKKj2P_xpQ_000004_000014,descriptive,What is the [person_1] doing?,False,3,True,1,improved
kCKKj2P_xpQ_000004_000014,predictive,What is the [person_1] going to do?,False,0,True,2,improved
kCKKj2P_xpQ_000004_000014,counterfactual_reason,Why?,False,4,True,3,improved
J8pZuRMuR5Q_000007_000017,counterfactual,What will happen if [person_1] had a headache?,False,4,True,2,improved
iujQLnWlrpY_000007_000017,descriptive,What is [person_1] doing?,False,1,True,4,improved
iujQLnWlrpY_000007_000017,explanatory,Why does [person_1] smash the tire?,False,2,True,1,improved
iujQLnWlrpY_000007_000017,counterfactual_reason,Why?,False,4,True,2,improved
dVmfFJMIWBE_000017_000027,counterfactual,What would happen if [person_2] couldn't tear the cover by hands?,False,2,True,1,improved
dVmfFJMIWBE_000017_000027,counterfactual_reason,Why?,False,0,True,4,improved
axm_Iz6LPaw_000001_000011,descriptive,Where is [chair_2]?,False,3,True,4,improved
axm_Iz6LPaw_000001_000011,predictive,What will [person_1] do next?,False,1,True,4,improved
axm_Iz6LPaw_000001_000011,counterfactual_reason,Why?,False,3,True,0,improved
xHPZw5Wih-A_000001_000011,predictive_reason,Why?,False,3,True,2,improved
8NAJGtltNLY_000307_000317,predictive_reason,Why?,False,3,True,4,improved
e2QwA8IvCo0_000542_000552,explanatory,Why does [person_4] bow?,False,1,True,3,improved
e2QwA8IvCo0_000542_000552,predictive,What is [person_1] up to next?,False,1,True,4,improved
w3y73GdtCys_000008_000018,predictive_reason,Why?,False,4,True,2,improved
Lr_1ybYboQE_000011_000021,explanatory,Why does [person_1] wear glasses?,False,4,True,3,improved
Lr_1ybYboQE_000011_000021,predictive_reason,Why?,False,0,True,1,improved
sAxeAQKHMPk_000001_000011,descriptive,Where is [person_1]?,False,3,True,1,improved
sAxeAQKHMPk_000001_000011,counterfactual,What will happen if [person_1] sprays the wrong color?,False,0,True,4,improved
-MfVZopgATw_000139_000149,predictive,What does [person_1] tend to do?,False,2,True,1,improved
-MfVZopgATw_000139_000149,predictive_reason,Why?,False,4,True,2,improved
r1RnCITno1k_000106_000116,counterfactual,What will happen if [person_2] is alone in the room?,False,0,True,2,improved
K5UVa5rrT-w_000006_000016,predictive_reason,Why?,False,0,True,1,improved
wI_CdjePMyk_000009_000019,counterfactual_reason,Why?,False,1,True,4,improved
1K5_3MznqGY_000000_000010,counterfactual_reason,Why?,False,0,True,1,improved
yV5UIDMmv7I_000145_000155,predictive,What is [person_2] going to do?,False,3,True,0,improved
K7jnQiiT5a4_000001_000011,predictive_reason,Why?,False,2,True,3,improved
hEaeKj6Z1d8_000104_000114,counterfactual,What will happen if [person_1] stacks cups slowly?,False,4,True,0,improved
Asu1OVskR5g_000399_000409,counterfactual,What will happen if [person_1] stomps the grapes quickly?,False,1,True,0,improved
NcL-BPuwSAs_000011_000021,counterfactual_reason,Why?,False,0,True,3,improved
3OxZC5BZVcY_000047_000057,predictive,What is [person_1] going to do?,False,0,True,4,improved
k8ocgHIIoB4_000036_000046,counterfactual_reason,Why?,False,1,True,0,improved
Y32Kh4C1BsQ_000000_000010,predictive,What will [person_1] do next?,False,3,True,4,improved
Y32Kh4C1BsQ_000000_000010,predictive_reason,Why?,False,1,True,2,improved
fgJ12auNWaU_000004_000014,descriptive,Where is the [bottle_1]?,False,3,True,0,improved
fgJ12auNWaU_000004_000014,predictive,What is [person_1] going to do?,False,4,True,3,improved
wv-6Gf5EZ_Y_000138_000148,predictive_reason,Why?,False,1,True,2,improved
kBUiCscvrvA_000228_000238,predictive_reason,Why?,False,4,True,1,improved
kBUiCscvrvA_000228_000238,counterfactual_reason,Why?,False,2,True,4,improved
EfgdE-fHEi4_000000_000010,descriptive,Where is [person_1]?,False,3,True,0,improved
EfgdE-fHEi4_000000_000010,counterfactual,What will happen if [person_1] breaks the wood planer ?,False,4,True,2,improved
EfgdE-fHEi4_000000_000010,counterfactual_reason,Why?,False,0,True,3,improved
fwGTTMOUYUA_000022_000032,predictive,What is [person_2] going to do?,False,4,True,3,improved
2mZHTEOBeBw_000403_000413,explanatory,Why is [person_1] in the room?,False,3,True,4,improved
fuCCjRyrd9U_000133_000143,predictive_reason,Why?,False,2,True,4,improved
rRYnZXRYU74_000038_000048,explanatory,Why is [person_1] in the class ?,False,2,True,0,improved
rRYnZXRYU74_000038_000048,counterfactual,What will happen if [person_1] stops playing flute ?,False,0,True,4,improved
VA6Ln4fh6zk_000023_000033,counterfactual_reason,Why?,False,0,True,4,improved
WPO6kv3IvsM_000022_000032,counterfactual_reason,Why?,False,4,True,0,improved
C7U3aPpccns_000000_000010,explanatory,Why is [person_1] in the gym?,False,0,True,4,improved
C7U3aPpccns_000000_000010,counterfactual_reason,Why?,False,4,True,3,improved
jxGcec4OCGk_000006_000016,counterfactual_reason,Why?,False,0,True,1,improved
pfzWxhpFB_o_000003_000013,predictive,Where is [person_3]?,False,3,True,4,improved
pfzWxhpFB_o_000003_000013,counterfactual,What will happen if [person_2] is thirsty?,False,2,True,4,improved
pfzWxhpFB_o_000003_000013,counterfactual_reason,Why?,False,3,True,0,improved
HQ7f3bYzZ5k_000056_000066,predictive,What is [person_1] going to do next?,False,4,True,1,improved
HQ7f3bYzZ5k_000056_000066,counterfactual,What would happen if [person_1] ran out of spray paints?,False,0,True,4,improved
Ljyd7jUhtOc_000063_000073,counterfactual_reason,Why?,False,3,True,4,improved
anrP4aDNHLc_000072_000082,explanatory,Why is [person_1] here?,False,4,True,2,improved
1GQy47jfZio_000036_000046,descriptive,Where is [cup_1]?,False,4,True,2,improved
sHWJwG5dV2U_000338_000348,predictive,What is [person_1] going to do?,False,2,True,3,improved
sHWJwG5dV2U_000338_000348,counterfactual_reason,Why?,False,3,True,4,improved
negqEtTQOHQ_000049_000059,explanatory,Why is there a pine tree next to [person_2]?,False,0,True,2,improved
sG8Edm2LVgg_000000_000010,counterfactual_reason,Why?,False,3,True,1,improved
djvRrQ2b4-k_000090_000100,predictive,what will happen next?,False,2,True,4,improved
32y9hZVHN5M_000004_000014,descriptive,Where is [book_1] ?,False,2,True,3,improved
32y9hZVHN5M_000004_000014,predictive_reason,Why?,False,1,True,0,improved
a0ayV0ST3nc_000004_000014,counterfactual,What will happen if [person_1] feels tired ?,False,3,True,4,improved
QDP4824w0-I_000185_000195,predictive_reason,Why?,False,0,True,2,improved
qrsQAwtX_n0_000093_000103,predictive,What is [person_1] going to do?,False,4,True,3,improved
k8ioFAJuHGU_000012_000022,counterfactual_reason,Why?,False,1,True,4,improved
E3ZFXyQGW1s_000325_000335,predictive_reason,Why?,False,3,True,0,improved
E3ZFXyQGW1s_000325_000335,counterfactual,what would happen if [person_1] really did not like the gift they got for Christmas?,False,2,True,0,improved
E3ZFXyQGW1s_000325_000335,counterfactual_reason,Why?,False,1,True,2,improved
fLkndHVX5cw_000013_000023,predictive,What will [person_1] and [person_2] do next?,False,0,True,4,improved
fLkndHVX5cw_000013_000023,predictive_reason,Why?,False,3,True,2,improved
jb87G2etHdo_000208_000218,predictive,What are [person_1] and [person_2] going to do?,False,3,True,2,improved
t6orLvGOX_g_000041_000051,descriptive,What is [person_1] doing?,False,4,True,0,improved
t6orLvGOX_g_000041_000051,counterfactual_reason,Why?,False,0,True,3,improved
2yCG1GEYj8o_000015_000025,predictive,What will [person_1] do after seeing the present ? ,False,4,True,1,improved
sG3QaIqg0ys_000000_000010,predictive,What will [person_2] do next?,False,2,True,0,improved
sG3QaIqg0ys_000000_000010,predictive_reason,Why?,False,2,True,0,improved
fr2mvi8EgXU_000028_000038,predictive,What is [person_2] going to do?,False,2,True,1,improved
fr2mvi8EgXU_000028_000038,counterfactual_reason,Why?,False,0,True,3,improved
MgV7fiP_-NA_000065_000075,explanatory,Why does [person_1] hold these two cymbals?,False,4,True,3,improved
m928rVwE-HE_000007_000017,predictive_reason,Why?,False,4,True,0,improved
PiWQLjWD8Zg_000046_000056,descriptive,Where are [person_1] and [person_2]?,False,3,True,2,improved
LnF58UyKfhw_000006_000016,explanatory,Why is [person_1] in the room?,False,0,True,1,improved
LnF58UyKfhw_000006_000016,predictive,What is [person_1] going to do?,False,3,True,1,improved
-pt95U6MoLA_000000_000010,counterfactual_reason,Why?,False,3,True,0,improved
fZbx60ZcfUE_000011_000021,counterfactual,What would happen if [person_1] did not circling the apple,False,1,True,3,improved
_VWizlwdCUQ_000029_000039,explanatory,Why does [person_1] sit on [chair_1].,False,3,True,1,improved
